Iron, Fe;Carbon, C;Sulfur, S;Silicon, Si;Phosphorous, P;Manganese, Mn;Chromium, Cr;Nickel, Ni;Molybdenum, Mo;Copper, Cu;Density;Hardness, Vickers;Thermal Conductivity;Specific Heat Capacity;CTE, linear;Electrical Resistivity;Elongation at Break;Bulk Modulus;Modulus of Elasticity;Shear Modulus;Poissons Ratio;Tensile Strength, Yield;Tensile Strength, Ultimate
95.745 - 97.18 %;0.17 - 0.23 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.40 - 0.70 %;0.35 - 0.65 %;1.55 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;372;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -18.0 - 95.0 °C;0.0000245 ohm-cm;16 %;160 GPa;205 GPa;80.0 GPa;0.29;1015 MPa;1180 MPa
95.7 %;0.40 %;0%;0.30 %;0%;0.75 %;0.80 %;1.8 %;0.25 %;0%;7.83 g/cc;NA;37.48 W/m-K;0.448 J/g-°C;11.3 µm/m-°C @Temperature 18.0 - 93.0 °C;NA;11 %;NA;NA;NA;NA;1530 MPa;1900 MPa
95.468 %;0.10 - 0.15 %;0.025 %;0.13 %;0.025 %;0.30 - 0.60 %;2.75 - 3.25 %;0.25 %;0%;0.25 %;7.80 g/cc;NA;52.0 W/m-K;0.470 J/g-°C;12.0 µm/m-°C;0.0000170 ohm-cm;20 %;160 GPa;200 GPa;80.0 GPa;0.29;515 MPa;655 - 795 MPa
96.692 - 98.0795 %;0.27 - 0.33 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.65 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;302;46.6 W/m-K;0.475 J/g-°C;11.2 µm/m-°C @Temperature 21.0 - 100 °C;0.0000234 ohm-cm;16 %;160 GPa;205 GPa;79.0 GPa;0.30;841 MPa @Strain 0.200 %;979 MPa
96.435 - 97.88 %;0.37 - 0.44 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.20 - 0.30 %;0%;7.85 g/cc;269;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;15.5 %;160 GPa;205 GPa;80.0 GPa;0.29;600 MPa;910 MPa
0%;>= 0.0200 %;<= 0.0150 %;0.40 %;<= 0.0200 %;0.80 %;28.5 %;6.8 %;2.3 %;0%;7.90 g/cc;NA;16.0 W/m-K;NA;14.5 m/m-C @Temperature 20.0 - 400 C;NA;25 %;NA;NA;NA;NA;660 MPa @Strain 0.200 %;860 MPa
96.275 - 97.75 %;0.55 - 0.65 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;208;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;NA;160 GPa;205 GPa;80.0 GPa;0.29;NA;NA
92.57 %;0.40 %;0%;0.30 %;0%;0.45 %;1.8 %;4.0 %;0.45 %;0%;NA;NA;NA;NA;NA;NA;8.0 %;NA;NA;NA;NA;1550 MPa @Strain 0.200 %;1970 MPa
96.5 - 98.2 %;<= 0.20 %;<= 0.050 %;0.15 - 0.30 %;<= 0.040 %;0.75 - 1.25 %;0.40 - 0.70 %;0.25 - 0.50 %;0%;0.20 - 0.40 %;7.75 g/cc;NA;NA;NA;NA;NA;>= 21 %;NA;205 GPa;80.0 GPa;0.28;>= 317 MPa;NA
96.695 - 98.08 %;0.27 - 0.33 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.65 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;228;46.6 W/m-K;0.475 J/g-°C;11.2 µm/m-°C @Temperature 21.0 - 100 °C;0.0000234 ohm-cm;23 %;160 GPa;205 GPa;80.0 GPa;0.29;565 MPa;738 MPa
96.595 - 97.72 %;0.38 - 0.43 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.75 - 1.0 %;0.40 - 0.60 %;0.40 - 0.70 %;0.20 - 0.30 %;0%;7.85 g/cc;211;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;22.2 %;160 GPa;205 GPa;80.0 GPa;0.29;415 MPa;696 MPa
0%;0.030 %;<= 0.0250 %;0.50 %;<= 0.0300 %;1.5 %;29 %;8.3 %;2.4 %;0%;NA;NA;NA;NA;NA;NA;25 %;NA;NA;NA;NA;740 MPa @Strain 0.200 %;880 MPa
95.8 - 98.1 %;0.10 - 0.20 %;<= 0.050 %;0.50 - 0.90 %;<= 0.040 %;0.75 - 1.25 %;0.50 - 0.90 %;<= 0.40 %;0%;<= 0.30 %;7.75 g/cc;NA;NA;NA;NA;NA;>= 21 %;NA;205 GPa;80.0 GPa;0.28;>= 290 MPa;NA
97 %;0.12 - 0.21 %;0.040 %;0.20 - 0.35 %;0.035 %;0.95 - 1.3 %;0.40 - 0.65 %;0.30 - 0.70 %;0.20 - 0.30 %;0%;7.80 g/cc;278;NA;NA;NA;NA;18 %;160 GPa;NA;80.0 GPa;NA;690 MPa @Strain 0.200 %;760 - 895 MPa
96.745 - 98.02 %;0.28 - 0.33 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.65 - 0.95 %;0.40 - 0.60 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;284;46.6 W/m-K;0.475 J/g-°C;11.2 µm/m-°C @Temperature 21.0 - 100 °C;0.0000234 ohm-cm;19.2 %;160 GPa;205 GPa;80.0 GPa;0.29;910 MPa;924 MPa
96.695 - 98.08 %;0.27 - 0.33 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.65 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;284;46.6 W/m-K;0.475 J/g-°C;11.2 µm/m-°C @Temperature 21.0 - 100 °C;0.0000234 ohm-cm;18.7 %;160 GPa;205 GPa;80.0 GPa;0.29;850 MPa;931 MPa
96.12 %;0.11 - 0.15 %;0.015 %;0.50 %;0.015 %;0.30 - 0.60 %;2.0 - 2.5 %;0.25 %;0%;0.25 %;7.80 g/cc;NA;52.0 W/m-K;0.470 J/g-°C;12.0 µm/m-°C;0.0000170 ohm-cm;18 %;160 GPa;200 GPa;80.0 GPa;0.29;415 MPa;585 - 760 MPa
96.895 - 98.02 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.70 - 0.90 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;211;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;25.5 %;160 GPa;205 GPa;80.0 GPa;0.29;385 MPa;675 MPa
93.67 - 95.35 %;0.070 - 0.13 %;<= 0.050 %;0.15 - 0.30 %;0%;0.40 - 0.70 %;1.0 - 1.45 %;2.95 - 3.55 %;0.080 - 0.15 %;0%;7.85 g/cc;384;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;15.5 %;160 GPa;200 GPa;80.0 GPa;0.29;931 MPa;1193 MPa
0.50 %;<= 0.0300 %;<= 0.0100 %;0.10 %;<= 0.0100 %;3.0 %;20 %;72 %;<= 0.200 %;<= 0.0500 %;8.30 g/cc;180;15.0 W/m-K @Temperature 20.0 C;NA;12.0 m/m-C @Temperature 20.0 - 400 C;NA;45 %;NA;NA;NA;NA;240 MPa @Strain 0.200 %, Temperature 400 C;540 MPa @Temperature 400 C
>= 95.31 %;<= 0.070 %;<= 0.025 %;<= 0.40 %;<= 0.025 %;0.40 - 0.70 %;0.60 - 0.90 %;0.70 - 1.0 %;0.15 - 0.25 %;1.0 - 1.3 %;7.80 g/cc;NA;NA;NA;NA;NA;>= 20 %;NA;NA;NA;NA;>= 586 MPa;NA
93.77 - 95.19 %;0.080 - 0.13 %;<= 0.025 %;0.20 - 0.35 %;<= 0.025 %;0.45 - 0.65 %;1.0 - 1.4 %;3.0 - 3.5 %;0.080 - 0.15 %;0%;7.85 g/cc;350;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;15.5 %;160 GPa;200 GPa;80.0 GPa;0.29;896 MPa;1069 MPa
95.195 - 96.33 %;0.37 - 0.43 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.60 - 0.80 %;0.70 - 0.90 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;339;44.5 W/m-K;0.475 J/g-°C;12.3 µm/m-°C @Temperature 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;13.2 %;159 GPa;200 GPa;78.0 GPa;0.29;710 MPa;1110 MPa
96.895 - 98.02 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.70 - 0.90 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;349;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;NA;160 GPa;205 GPa;80.0 GPa;0.29;NA;NA
0%;0.040 %;<= 0.0100 %;0.60 %;<= 0.0200 %;0.50 %;27.5 %;35 %;0%;0%;7.90 g/cc;202;11.0 W/m-K @Temperature 20.0 C;NA;17.6 m/m-C @Temperature 20.0 - 400 C;NA;33 %;NA;NA;NA;NA;410 MPa @Strain 0.200 %;600 MPa
96 %;0.12 - 0.21 %;<= 0.040 %;0.20 - 0.35 %;<= 0.035 %;0.45 - 0.70 %;0.85 - 1.2 %;1.2 - 1.5 %;0.45 - 0.60 %;0%;7.85 g/cc;NA;46.6 W/m-K;0.452 J/g-°C;NA;NA;18 %;160 GPa;205 GPa;80.0 GPa;0.29;690 MPa;828 MPa
95.745 - 97.18 %;0.17 - 0.23 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.40 - 0.70 %;0.35 - 0.65 %;1.55 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;261;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -18.0 - 95.0 °C;0.0000245 ohm-cm;23.9 %;160 GPa;205 GPa;80.0 GPa;0.29;510 MPa;841 MPa
95.745 - 97.18 %;0.17 - 0.23 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.40 - 0.70 %;0.35 - 0.65 %;1.55 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;261;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -18.0 - 95.0 °C;0.0000245 ohm-cm;24 %;160 GPa;205 GPa;80.0 GPa;0.29;515 MPa;827 MPa
0%;<= 0.0180 %;<= 0.00500 %;5.0 %;<= 0.0150 %;1.7 %;18.5 %;13.5 %;0%;2.0 %;NA;NA;NA;NA;NA;NA;55 %;NA;NA;NA;NA;327 MPa @Strain 2.00 %;668 MPa
96.675 - 97.8 %;0.20 - 0.25 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.75 - 1.0 %;0.40 - 0.60 %;0.40 - 0.70 %;0.30 - 0.40 %;0%;7.85 g/cc;411;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;12.8 %;160 GPa;200 GPa;80.0 GPa;0.29;928 MPa @Strain 0.200 %;1314 MPa
0%;<= 0.0200 %;<= 0.0150 %;0.10 %;<= 0.0150 %;4.0 %;24.5 %;21.5 %;<= 2.10 %;0%;7.90 g/cc;170;14.0 W/m-K @Temperature 20.0 C;NA;18.0 m/m-C @Temperature 20.0 - 400 C;NA;29 % @Temperature 400 C;NA;NA;NA;NA;225 MPa @Strain 0.200 %, Temperature 400 C;410 MPa @Temperature 400 C
95.035 - 96.53 %;0.37 - 0.44 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.55 - 0.90 %;0.65 - 0.95 %;1.55 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;368;44.5 W/m-K;0.475 J/g-°C;12.3 µm/m-°C @Temperature 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;NA;159 GPa;200 GPa;78.0 GPa;0.29;NA;NA
96.895 - 98.02 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.70 - 0.90 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;339;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;19 %;160 GPa;205 GPa;80.0 GPa;0.29;814 MPa;958 MPa
96.695 - 98.08 %;0.27 - 0.33 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.65 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;196;46.6 W/m-K;0.475 J/g-°C;11.2 µm/m-°C @Temperature 21.0 - 100 °C;0.0000234 ohm-cm;23.5 %;160 GPa;205 GPa;80.0 GPa;0.29;425 MPa;650 MPa
96.745 - 98.22 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.60 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;247;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;NA;160 GPa;205 GPa;80.0 GPa;0.29;NA;NA
95.855 - 96.98 %;0.17 - 0.22 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.45 - 0.65 %;0.40 - 0.60 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;223;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -18.0 - 95.0 °C;0.0000245 ohm-cm;23.3 %;160 GPa;205 GPa;80.0 GPa;0.29;405 MPa;703 MPa
>= 96.335 %;0.12 - 0.21 %;<= 0.035 %;0.20 - 0.35 %;<= 0.035 %;0.95 - 1.3 %;0.40 - 0.65 %;0.30 - 0.70 %;0.20 - 0.30 %;0%;7.80 g/cc;NA;NA;NA;NA;NA;>= 18 %;NA;NA;NA;NA;>= 689 MPa;NA
>= 96.16 %;<= 0.20 %;<= 0.050 %;0.15 - 0.50 %;<= 0.040 %;0.75 - 1.35 %;0.40 - 0.70 %;0.25 - 0.50 %;0%;0.20 - 0.40 %;7.80 g/cc;NA;NA;NA;NA;NA;>= 16 %;NA;NA;NA;NA;>= 414 MPa;NA
96 - 98.7 %;<= 0.12 %;<= 0.030 %;0.25 - 0.75 %;0.070 - 0.15 %;0.20 - 0.50 %;0.50 - 1.25 %;<= 0.65 %;0%;0.25 - 0.55 %;NA;NA;NA;NA;NA;NA;20 %;NA;NA;NA;NA;>= 275 MPa;NA
1.0 %;0.010 %;0%;0.15 %;0%;0.50 %;23 %;60 %;15.5 %;0%;NA;NA;NA;NA;NA;NA;31 %;NA;NA;NA;NA;520 MPa @Strain 0.200 %;790 MPa
91.9 - 93.8 %;<= 0.12 %;<= 0.015 %;0.15 - 0.35 %;<= 0.010 %;0.60 - 0.90 %;0.40 - 0.70 %;4.75 - 5.25 %;0.30 - 0.65 %;0%;7.75 g/cc;NA;NA;NA;NA;NA;14 - 15 %;NA;205 GPa;80.0 GPa;0.28;>= 896 MPa;NA
96.465 - 97.91 %;0.39 - 0.46 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;301 @Diameter 102 mm;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;15 % @Diameter 25.4 mm;160 GPa;205 GPa;80.0 GPa;0.29;814 MPa @Diameter 102 mm;972 MPa @Diameter 102 mm
95.175 - 96.27 %;0.38 - 0.43 %;<= 0.020 %;0.15 - 0.30 %;<= 0.025 %;0.65 - 0.85 %;0.70 - 0.90 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;301;44.5 W/m-K;0.475 J/g-°C;10.4 µm/m-°C @Temperature 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;20 %;159 GPa;200 GPa;78.0 GPa;0.29;938 MPa;1000 MPa
93.67 - 95.35 %;0.070 - 0.13 %;<= 0.050 %;0.15 - 0.30 %;0%;0.40 - 0.70 %;1.0 - 1.45 %;2.95 - 3.55 %;0.080 - 0.15 %;0%;7.85 g/cc;384;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;15 %;160 GPa;200 GPa;80.0 GPa;0.29;979 MPa;1227 MPa
93.77 - 95.19 %;0.080 - 0.13 %;<= 0.025 %;0.20 - 0.35 %;<= 0.025 %;0.45 - 0.65 %;1.0 - 1.4 %;3.0 - 3.5 %;0.080 - 0.15 %;0%;7.85 g/cc;254;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;17.3 %;160 GPa;200 GPa;80.0 GPa;0.29;450 MPa;820 MPa
95.745 - 97.18 %;0.17 - 0.23 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.40 - 0.70 %;0.35 - 0.65 %;1.55 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;301;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -18.0 - 95.0 °C;0.0000245 ohm-cm;17.8 %;160 GPa;205 GPa;80.0 GPa;0.29;724 MPa;1025 MPa
96.5 - 98.3 %;<= 0.15 %;<= 0.050 %;0.15 - 0.30 %;<= 0.040 %;0.80 - 1.35 %;0.30 - 0.50 %;0.25 - 0.50 %;0%;0.20 - 0.50 %;7.75 g/cc;NA;NA;NA;NA;NA;>= 21 %;NA;205 GPa;80.0 GPa;0.28;>= 317 MPa;NA
96.54 - 97.67 %;0.48 - 0.53 %;<= 0.045 %;0.15 - 0.30 %;<= 0.035 %;0.75 - 1.0 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;309;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;15.5 %;160 GPa;205 GPa;80.0 GPa;0.29;660 MPa;993 MPa
93.7 - 98.4 %;0.0700 - 0.650 %;0.0100 - 0.0500 %;0.150 - 2.20 %;0.0100 - 0.0350 %;0.400 - 1.10 %;0.250 - 1.45 %;0.250 - 3.55 %;0.0800 - 0.300 %;0%;7.75 - 7.87 g/cc;192 - 397;46.8 - 52.0 W/m-K;0.470 - 0.472 J/g-°C;11.5 - 14.6 µm/m-°C;0.0000170 - 0.0000174 ohm-cm;10.0 - 22.0 %;160 - 170 GPa;200 - 209 GPa;78.0 - 82.0 GPa;0.270 - 0.300;440 - 1560 MPa;770 - 1780 MPa
96.745 - 98.22 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.60 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;284;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;21 %;160 GPa;205 GPa;80.0 GPa;0.29;490 MPa;675 MPa
95.855 - 96.98 %;0.17 - 0.22 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.45 - 0.65 %;0.40 - 0.60 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;440;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -18.0 - 95.0 °C;0.0000245 ohm-cm;11.8 %;160 GPa;205 GPa;80.0 GPa;0.29;1125 MPa;1460 MPa
95.015 - 96.48 %;0.37 - 0.44 %;<= 0.020 %;0.15 - 0.30 %;<= 0.025 %;0.60 - 0.95 %;0.65 - 0.95 %;1.55 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;487;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -70.0 - 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;NA;159 GPa;200 GPa;78.0 GPa;0.29;NA;NA
96.5 - 98.3 %;<= 0.15 %;<= 0.050 %;0.15 - 0.30 %;<= 0.040 %;0.80 - 1.35 %;0.30 - 0.50 %;0.25 - 0.50 %;0%;0.20 - 0.50 %;7.75 g/cc;NA;NA;NA;NA;NA;>= 21 %;NA;205 GPa;80.0 GPa;0.28;>= 290 MPa;NA
95.015 - 96.48 %;0.37 - 0.44 %;<= 0.020 %;0.15 - 0.30 %;<= 0.025 %;0.60 - 0.95 %;0.65 - 0.95 %;1.55 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;411;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;12.1 %;159 GPa;200 GPa;78.0 GPa;0.29;972 MPa;1448 MPa
95 %;0.14 - 0.21 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.95 - 1.3 %;1.0 - 1.5 %;1.2 - 1.5 %;0.40 - 0.60 %;0%;7.85 g/cc;278;46.6 W/m-K;0.452 J/g-°C;NA;NA;18 %;160 GPa;205 GPa;80.0 GPa;0.29;690 MPa;828 MPa
96.327 - 97.8295 %;0.47 - 0.54 %;<= 0.045 %;0.15 - 0.35 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;301;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;15 %;160 GPa;205 GPa;80.0 GPa;0.29;640 MPa;958 MPa
93.3 - 95.9 %;<= 0.23 %;<= 0.020 %;0.20 - 0.40 %;<= 0.020 %;<= 0.40 %;1.2 - 1.5 %;2.25 - 3.5 %;0.45 - 0.60 %;0%;7.80 g/cc;NA;NA;NA;NA;NA;NA;NA;205 GPa;80.0 GPa;0.28;483 - 689 MPa;NA
96.33 - 97.83 %;0.47 - 0.54 %;<= 0.045 %;0.15 - 0.35 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;384;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;10.3 %;160 GPa;205 GPa;80.0 GPa;0.29;903 MPa;1255 MPa
96.525 - 97.96 %;0.19 - 0.25 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.30 - 0.40 %;0%;7.85 g/cc;411;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;12.8 %;160 GPa;200 GPa;80.0 GPa;0.29;928 MPa @Strain 0.200 %;1314 MPa
0%;<= 0.0200 %;<= 0.00500 %;0.70 %;<= 0.0250 %;1.7 %;23 %;7.0 %;0.30 %;0%;7.90 g/cc;230;16.0 W/m-K;NA;14.5 m/m-C @Temperature 20.0 - 400 C;NA;25 %;NA;NA;NA;NA;500 MPa @Strain 0.200 %;600 MPa
95.745 - 97.18 %;0.17 - 0.23 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.40 - 0.70 %;0.35 - 0.65 %;1.55 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;455;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -18.0 - 95.0 °C;0.0000245 ohm-cm;13.5 %;160 GPa;205 GPa;80.0 GPa;0.29;1225 MPa;1505 MPa
96.745 - 98.02 %;0.28 - 0.33 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.65 - 0.95 %;0.40 - 0.60 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;247;46.6 W/m-K;0.475 J/g-°C;11.2 µm/m-°C @Temperature 21.0 - 100 °C;0.0000234 ohm-cm;21.2 %;160 GPa;205 GPa;80.0 GPa;0.29;689 MPa;827 MPa
0%;0.060 %;0%;0.60 %;0%;2.0 %;20.5 %;9.5 %;0%;0%;NA;NA;NA;NA;NA;NA;41 %;NA;NA;NA;NA;441 MPa @Strain 0.200 %;620 MPa
<= 1.00 %;0.020 %;<= 0.0100 %;0.20 %;<= 0.0150 %;0.20 %;21.5 %;>= 60.0 %;8.00 - 9.00 %;0%;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
95 %;0.14 - 0.21 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.95 - 1.3 %;1.0 - 1.5 %;1.2 - 1.5 %;0.40 - 0.60 %;0%;7.85 g/cc;NA;46.6 W/m-K;0.452 J/g-°C;NA;NA;16 %;160 GPa;205 GPa;80.0 GPa;0.29;620 MPa;793 MPa
0%;0.031 %;0%;0.85 %;0%;1.2 %;23.3 %;12.5 %;0%;0%;NA;NA;NA;NA;NA;NA;35 %;NA;NA;NA;NA;392 MPa @Strain 0.200 %;539 MPa
96.692 - 98.0795 %;0.27 - 0.33 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.65 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;301;46.6 W/m-K;0.475 J/g-°C;11.2 µm/m-°C @Temperature 21.0 - 100 °C;0.0000234 ohm-cm;18.9 %;160 GPa;205 GPa;80.0 GPa;0.29;910 MPa;958 MPa
95.33 - 97.13 %;<= 0.070 %;<= 0.025 %;<= 0.40 %;<= 0.025 %;0.40 - 0.70 %;0.60 - 0.90 %;0.70 - 1.0 %;0.15 - 0.25 %;1.0 - 1.3 %;7.85 g/cc;NA;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;20 %;160 GPa;205 GPa;80.0 GPa;0.29;450 MPa;515 MPa
0%;0.020 %;0.010 %;0.30 %;0.020 %;1.2 %;19.3 %;10 %;0.15 %;0%;NA;160;15.0 W/m-K @Temperature 20.0 °C;NA;NA;NA;25 % @Temperature 400 °C;NA;NA;NA;NA;290 MPa @Strain 0.200 %, Temperature 400 °C;440 MPa @Temperature 400 °C
97.28 %;0.24 %;0.040 %;0.15 - 0.50 %;0.035 %;0.70 - 1.6 %;0.25 %;0.25 %;0.080 %;0.35 %;7.80 g/cc;NA;52.0 W/m-K;0.470 J/g-°C;12.0 µm/m-°C;0.0000170 ohm-cm;20 %;160 GPa;200 GPa;80.0 GPa;0.29;315 MPa;485 - 620 MPa
96.465 - 97.91 %;0.39 - 0.46 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;247 @Diameter 102 mm;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;19.2 % @Diameter 25.4 mm;160 GPa;205 GPa;80.0 GPa;0.29;625 MPa @Diameter 102 mm;807 MPa @Diameter 102 mm
95.745 - 97.18 %;0.17 - 0.23 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.40 - 0.70 %;0.35 - 0.65 %;1.55 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;361;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -18.0 - 95.0 °C;0.0000245 ohm-cm;14.5 %;160 GPa;205 GPa;80.0 GPa;0.29;972 MPa;1150 MPa
